,Date of Sale,Menu Name,Net Sales,Sales Quantity
1,Total,Chocolate Cream Doughnut,2053.43,510.
2,Total,Corn Cheese Donut,1447.27,435.
3,Total,Croquette,3138.64,832.
4,Total,Curry Croquette,4543.27,1201.
5,Total,Frank Roll,35.55,9.
6,Total,Kimchi Croquette,2533.8,671.
7,Total,Mango Cream Doughnut,2825.88,703.
8,Total,Redbean Donut,954.84,314.
9,Total,Sesame Donut,1135.19,420.
10,Total,Sweet Cream Donut,243.12,66.
11,Total,Sweet Rice Donut,1362.2,502.
12,Total,Twist Donut,1763.33,633.
13,Total,Vanilla Cream Doughnut,55.3,14.
14,Total,Baguette,335.47,96.
15,Total,French Baguette,306.6,88.
16,Total,Walnut Cream Baguette,420.01,86.
17,Total,Chestnut Pan Bread,433.32,68.
18,Total,Mascarpone Whipped Cream Loaf,616.35,90.
19,Total,Multi-Grain Plant-Based Loaf,364.,52.
20,Total,Olive Basil Plant-Based Loaf,257.6,37.
21,Total,Purple Sweet Potato Loaf,581.,84.
22,Total,Raisin Bread,51.3,7.
23,Total,Whole Milk Loaf,1253.,183.
24,Total,Chocolate Pretzel Pastry,1100.32,310.
25,Total,Almond Croissant,2632.87,617.
26,Total,Apple Jam Mont Blanc Pastry,5.5,1.
27,Total,Blueberry Jam Mont Blanc Pastry,377.42,53.
28,Total,Caramel Almond Pastry,666.94,180.
29,Total,Caramel Apple Pie,2663.88,708.
30,Total,Chocolate Avalanche,2265.69,570.
31,Total,Chocolate Croissant,1915.92,451.
32,Total,Cocoa Hazelnut Croissant,1018.15,238.
33,Total,Cranberry Cream Cheese Scone,465.,187.
34,Total,Cream Cheese Pastry,24.75,9.
35,Total,Cream Puff Pastry,733.51,197.
36,Total,Crispy Almond Pastry,2094.36,556.
37,Total,Croissant,2579.46,791.
38,Total,Custard & Almond Pretzel Pastry,625.17,176.
39,Total,Elotes Pastry,1080.15,272.
40,Total,Frank Pastry,1461.08,372.
41,Total,Fruit Pastry,23.6,8.
42,Total,Garlic & Cheese Croissant,933.08,221.
43,Total,Grapes n Berries Pastry,15.8,4.
44,Total,Greek Yogurt Cherry Danish,1507.98,403.
45,Total,Guava Danish,1989.2,534.
46,Total,Ham & Cheese Pastry,21.25,5.
47,Total,Jalapeno Cheese Croissant,419.05,99.
48,Total,Mini Apple Danish Trio,1137.18,267.
49,Total,Mixed Berry Danish,743.5,151.
50,Total,Mont Blanc Pastry,716.4,120.
51,Total,Mushroom Onion Cheese Pastry,7.5,2.
52,Total,Pain Au Chocolat,3261.56,867.
53,Total,Pain Aux Raisin,804.1,213.
54,Total,Pineapple Cream Cheese Scone,454.24,184.
55,Total,Portuguese Egg Tart,1864.35,577.
56,Total,Raspberry Pretzel Pastry,215.4,62.
57,Total,Sausage Onion Pastry,159.58,42.
58,Total,Spinach Feta Danish,3346.9,851.
59,Total,Strawberry Croissant,1322.85,275.
60,Total,Sweet Cheese and Blueberry Danish,1631.02,434.
61,Total,Yuzu Pie,2493.02,593.
62,Total,Baby Choux,465.3,104.
63,Total,Banana Soft,786.8,228.
64,Total,Belgium Waffle,790.64,227.
65,Total,Blueberry Cream Cheese Bread,1514.47,426.
66,Total,Blueberry Muffin w/ Blueberry filling,227.72,58.
67,Total,Blueberry Muffin with crumble,245.,70.
68,Total,Butter Cream Bread,263.25,40.
69,Total,Chocolate Dipped Waffle,1447.2,364.
70,Total,Chocolate Muffin w/ Hazelnut filling,290.91,74.
71,Total,Cranberry Cream Cheese Bread,1261.12,385.
72,Total,Cream Cheese Walnut Bread,24.5,7.
73,Total,Croque Monsieur,3332.55,719.
74,Total,Custard Bun,1303.93,429.
75,Total,Custard Cream Soboro,1231.25,350.
76,Total,Double Chocolate Muffin,251.3,72.
77,Total,Foliage Sausage Bread,3444.16,709.
78,Total,Garlic Cream Cheese Bread,2186.8,402.
79,Total,Garlic Ham Cheese Bread,38.25,9.
80,Total,Garlic Sausage Block,4.75,1.
81,Total,Garlic Stick,120.45,41.
82,Total,Honey Cheese Pancake,2209.91,453.
83,Total,Honeydew Melon Soft,1004.49,293.
84,Total,Milk Cream Bread,1943.65,603.
85,Total,Milk Soft Bread,934.67,269.
86,Total,Milky bread,74.7,17.
87,Total,Mini Butter Cream Bread,245.12,99.
88,Total,Mocha Bread,145.95,22.
89,Total,Mocha Cream Bread,765.27,156.
90,Total,Morning Bread,845.31,139.
91,Total,Nutty Cream Stick Bread,664.7,158.
92,Total,Olive Tomato Bread,872.32,195.
93,Total,Original Coffee Bun,1206.94,326.
94,Total,Pizza Bread,848.35,180.
95,Total,Potato Cheese Bread,1715.74,363.
96,Total,Premium Red Bean Bread,798.9,230.
97,Total,Redbean Bread,1427.41,480.
98,Total,Salt & Butter Roll,1760.34,515.
99,Total,Soboro,1327.5,453.
100,Total,Soboro Redbean Bread,3.5,1.
101,Total,Strawberry Cream Soboro,807.41,188.
102,Total,Strawberry Soft,979.47,285.
103,Total,Sweet Frank Roll,2985.27,761.
104,Total,Sweet Potato Soboro,3.25,1.
105,Total,Taro Buttercream Bread,766.32,133.
106,Total,Taro Cream Bun,73.24,19.
107,Total,The+ Milk Roll,646.87,115.
108,06-28-2024,Chocolate Cream Doughnut,3.95,1.
109,06-28-2024,Corn Cheese Donut,39.6,9.
110,06-28-2024,Croquette,90.,25.
111,06-28-2024,Curry Croquette,108.23,28.
112,06-28-2024,Kimchi Croquette,73.5,20.
113,06-28-2024,Mango Cream Doughnut,46.61,12.
114,06-28-2024,Redbean Donut,56.49,21.
115,06-28-2024,Sesame Donut,46.75,18.
116,06-28-2024,Sweet Rice Donut,57.2,22.
117,06-28-2024,Twist Donut,52.25,21.
118,06-28-2024,French Baguette,23.8,7.
119,06-28-2024,Walnut Cream Baguette,21.78,5.
120,06-28-2024,Chestnut Pan Bread,11.12,2.
121,06-28-2024,Mascarpone Whipped Cream Loaf,14.,2.
122,06-28-2024,Multi-Grain Plant-Based Loaf,7.,1.
123,06-28-2024,Olive Basil Plant-Based Loaf,26.6,4.
124,06-28-2024,Purple Sweet Potato Loaf,65.8,10.
125,06-28-2024,Raisin Bread,6.3,1.
126,06-28-2024,Whole Milk Loaf,78.4,12.
127,06-28-2024,Chocolate Pretzel Pastry,17.5,5.
128,06-28-2024,Almond Croissant,74.8,18.
129,06-28-2024,Caramel Almond Pastry,18.75,5.
130,06-28-2024,Caramel Apple Pie,48.,13.
131,06-28-2024,Chocolate Avalanche,75.05,19.
132,06-28-2024,Chocolate Croissant,79.9,19.
133,06-28-2024,Cocoa Hazelnut Croissant,8.5,2.
134,06-28-2024,Cranberry Cream Cheese Scone,16.5,7.
135,06-28-2024,Cream Cheese Pastry,8.25,3.
136,06-28-2024,Cream Puff Pastry,7.5,2.
137,06-28-2024,Crispy Almond Pastry,65.25,18.
138,06-28-2024,Croissant,41.6,13.
139,06-28-2024,Custard & Almond Pretzel Pastry,13.3,4.
140,06-28-2024,Frank Pastry,65.57,17.
141,06-28-2024,Fruit Pastry,2.95,1.
142,06-28-2024,Garlic & Cheese Croissant,21.25,5.
143,06-28-2024,Greek Yogurt Cherry Danish,26.25,7.
144,06-28-2024,Guava Danish,58.5,16.
145,06-28-2024,Jalapeno Cheese Croissant,17.,4.
146,06-28-2024,Mini Apple Danish Trio,38.25,9.
147,06-28-2024,Mont Blanc Pastry,22.8,4.
148,06-28-2024,Mushroom Onion Cheese Pastry,7.5,2.
149,06-28-2024,Pain Au Chocolat,43.5,12.
150,06-28-2024,Pain Aux Raisin,15.,4.
151,06-28-2024,Pineapple Cream Cheese Scone,7.5,3.
152,06-28-2024,Portuguese Egg Tart,35.75,11.
153,06-28-2024,Sausage Onion Pastry,65.57,18.
154,06-28-2024,Spinach Feta Danish,68.73,18.
155,06-28-2024,Strawberry Croissant,23.75,5.
156,06-28-2024,Sweet Cheese and Blueberry Danish,18.,5.
157,06-28-2024,Yuzu Pie,79.05,19.
158,06-28-2024,Banana Soft,39.9,12.
159,06-28-2024,Belgium Waffle,42.,12.
160,06-28-2024,Blueberry Cream Cheese Bread,39.2,12.
161,06-28-2024,Blueberry Muffin with crumble,14.,4.
162,06-28-2024,Butter Cream Bread,12.15,2.
163,06-28-2024,Chocolate Dipped Waffle,63.2,16.
164,06-28-2024,Cranberry Cream Cheese Bread,48.1,15.
165,06-28-2024,Cream Cheese Walnut Bread,3.5,1.
166,06-28-2024,Croque Monsieur,100.7,22.
167,06-28-2024,Custard Bun,62.85,23.
168,06-28-2024,Custard Cream Soboro,34.3,11.
169,06-28-2024,Double Chocolate Muffin,14.,4.
170,06-28-2024,Foliage Sausage Bread,4.95,1.
171,06-28-2024,Garlic Cream Cheese Bread,74.8,14.
172,06-28-2024,Garlic Sausage Block,4.75,1.
173,06-28-2024,Garlic Stick,8.4,3.
174,06-28-2024,Honey Cheese Pancake,61.38,13.
175,06-28-2024,Honeydew Melon Soft,48.12,15.
176,06-28-2024,Milk Cream Bread,76.05,24.
177,06-28-2024,Milk Soft Bread,40.6,12.
178,06-28-2024,Milky bread,7.65,2.
179,06-28-2024,Mocha Bread,62.55,10.
180,06-28-2024,Mocha Cream Bread,12.87,3.
181,06-28-2024,Morning Bread,31.25,5.
182,06-28-2024,Nutty Cream Stick Bread,19.55,5.
183,06-28-2024,Olive Tomato Bread,27.,6.
184,06-28-2024,Original Coffee Bun,48.75,14.
185,06-28-2024,Pizza Bread,46.55,10.
186,06-28-2024,Potato Cheese Bread,47.4,16.
187,06-28-2024,Premium Red Bean Bread,48.3,15.
188,06-28-2024,Redbean Bread,34.8,12.
189,06-28-2024,Salt & Butter Roll,100.1,29.
190,06-28-2024,Soboro,57.,21.
191,06-28-2024,Soboro Redbean Bread,3.5,1.
192,06-28-2024,Strawberry Soft,48.82,15.
193,06-28-2024,Sweet Frank Roll,75.84,20.
194,06-28-2024,The+ Milk Roll,35.65,7.
195,06-29-2024,Corn Cheese Donut,53.46,11.
196,06-29-2024,Croquette,77.25,21.
197,06-29-2024,Curry Croquette,82.95,21.
198,06-29-2024,Kimchi Croquette,65.25,18.
199,06-29-2024,Redbean Donut,38.35,13.
200,06-29-2024,Sesame Donut,41.25,15.
201,06-29-2024,Sweet Rice Donut,84.15,31.
202,06-29-2024,Twist Donut,47.85,18.
203,06-29-2024,French Baguette,14.,4.
204,06-29-2024,Walnut Cream Baguette,23.76,5.
205,06-29-2024,Chestnut Pan Bread,6.95,1.
206,06-29-2024,Mascarpone Whipped Cream Loaf,14.,2.
207,06-29-2024,Multi-Grain Plant-Based Loaf,21.,3.
208,06-29-2024,Olive Basil Plant-Based Loaf,14.,2.
209,06-29-2024,Purple Sweet Potato Loaf,21.,3.
210,06-29-2024,Whole Milk Loaf,56.,8.
211,06-29-2024,Chocolate Pretzel Pastry,31.5,9.
212,06-29-2024,Almond Croissant,79.9,19.
213,06-29-2024,Caramel Almond Pastry,15.,4.
214,06-29-2024,Caramel Apple Pie,52.5,14.
215,06-29-2024,Chocolate Avalanche,43.45,11.
216,06-29-2024,Chocolate Croissant,25.5,6.
217,06-29-2024,Cocoa Hazelnut Croissant,34.,8.
218,06-29-2024,Cranberry Cream Cheese Scone,20.,8.
219,06-29-2024,Cream Cheese Pastry,8.25,3.
220,06-29-2024,Cream Puff Pastry,11.25,3.
221,06-29-2024,Crispy Almond Pastry,67.5,18.
222,06-29-2024,Croissant,48.75,15.
223,06-29-2024,Custard & Almond Pretzel Pastry,38.5,11.
224,06-29-2024,Frank Pastry,52.93,14.
225,06-29-2024,Fruit Pastry,8.85,3.
226,06-29-2024,Garlic & Cheese Croissant,8.5,2.
227,06-29-2024,Grapes n Berries Pastry,15.8,4.
228,06-29-2024,Greek Yogurt Cherry Danish,37.5,10.
229,06-29-2024,Guava Danish,71.25,19.
230,06-29-2024,Ham & Cheese Pastry,4.25,1.
231,06-29-2024,Jalapeno Cheese Croissant,21.25,5.
232,06-29-2024,Mini Apple Danish Trio,17.,4.
233,06-29-2024,Mixed Berry Danish,39.,8.
234,06-29-2024,Mont Blanc Pastry,18.,3.
235,06-29-2024,Pain Au Chocolat,67.5,18.
236,06-29-2024,Pain Aux Raisin,37.5,10.
237,06-29-2024,Pineapple Cream Cheese Scone,2.5,1.
238,06-29-2024,Portuguese Egg Tart,42.25,13.
239,06-29-2024,Sausage Onion Pastry,62.41,16.
240,06-29-2024,Spinach Feta Danish,77.42,20.
241,06-29-2024,Strawberry Croissant,52.25,11.
242,06-29-2024,Sweet Cheese and Blueberry Danish,18.75,5.
243,06-29-2024,Yuzu Pie,55.25,13.
244,06-29-2024,Baby Choux,27.,6.
245,06-29-2024,Banana Soft,14.,4.
246,06-29-2024,Belgium Waffle,31.5,9.
247,06-29-2024,Blueberry Cream Cheese Bread,56.,16.
248,06-29-2024,Blueberry Muffin with crumble,10.5,3.
249,06-29-2024,Butter Cream Bread,39.15,6.
250,06-29-2024,Chocolate Dipped Waffle,36.,9.
251,06-29-2024,Cranberry Cream Cheese Bread,48.75,15.
252,06-29-2024,Croque Monsieur,125.4,27.
253,06-29-2024,Custard Bun,27.,9.
254,06-29-2024,Custard Cream Soboro,42.,12.
255,06-29-2024,Double Chocolate Muffin,17.5,5.
256,06-29-2024,Foliage Sausage Bread,23.76,5.
257,06-29-2024,Garlic Cream Cheese Bread,124.3,23.
258,06-29-2024,Honey Cheese Pancake,103.95,21.
259,06-29-2024,Honeydew Melon Soft,33.6,10.
260,06-29-2024,Milk Cream Bread,76.7,24.
261,06-29-2024,Milk Soft Bread,30.1,9.
262,06-29-2024,Milky bread,4.25,1.
263,06-29-2024,Mocha Bread,48.65,7.
264,06-29-2024,Mocha Cream Bread,14.85,3.
265,06-29-2024,Morning Bread,31.25,5.
266,06-29-2024,Nutty Cream Stick Bread,34.,8.
267,06-29-2024,Olive Tomato Bread,39.6,9.
268,06-29-2024,Original Coffee Bun,26.25,7.
269,06-29-2024,Pizza Bread,47.5,10.
270,06-29-2024,Potato Cheese Bread,45.,15.
271,06-29-2024,Premium Red Bean Bread,17.5,5.
272,06-29-2024,Redbean Bread,33.,11.
273,06-29-2024,Salt & Butter Roll,41.3,13.
274,06-29-2024,Soboro,57.,19.
275,06-29-2024,Strawberry Soft,45.5,13.
276,06-29-2024,Sweet Frank Roll,78.21,20.
277,06-29-2024,Sweet Potato Soboro,3.25,1.
278,06-29-2024,Taro Buttercream Bread,6.95,1.
279,06-29-2024,Taro Cream Bun,7.,2.
280,06-29-2024,The+ Milk Roll,32.2,6.
281,07-01-2024,Chocolate Cream Doughnut,15.8,4.
282,07-01-2024,Corn Cheese Donut,52.47,11.
283,07-01-2024,Croquette,39.,11.
284,07-01-2024,Curry Croquette,62.01,16.
285,07-01-2024,Kimchi Croquette,51.75,14.
286,07-01-2024,Mango Cream Doughnut,15.8,4.
287,07-01-2024,Redbean Donut,13.57,5.
288,07-01-2024,Sesame Donut,35.2,13.
289,07-01-2024,Sweet Rice Donut,18.15,7.
290,07-01-2024,Twist Donut,20.9,8.
291,07-01-2024,Vanilla Cream Doughnut,15.8,4.
292,07-01-2024,French Baguette,10.5,3.
293,07-01-2024,Walnut Cream Baguette,4.95,1.
294,07-01-2024,Chestnut Pan Bread,6.95,1.
295,07-01-2024,Mascarpone Whipped Cream Loaf,14.,2.
296,07-01-2024,Multi-Grain Plant-Based Loaf,7.,1.
297,07-01-2024,Purple Sweet Potato Loaf,14.,2.
298,07-01-2024,Whole Milk Loaf,21.,3.
299,07-01-2024,Chocolate Pretzel Pastry,17.5,5.
300,07-01-2024,Almond Croissant,55.25,13.
301,07-01-2024,Caramel Almond Pastry,15.,4.
302,07-01-2024,Caramel Apple Pie,48.75,13.
303,07-01-2024,Chocolate Avalanche,39.5,10.
304,07-01-2024,Chocolate Croissant,17.,4.
305,07-01-2024,Cocoa Hazelnut Croissant,38.25,9.
306,07-01-2024,Cream Cheese Pastry,5.5,2.
307,07-01-2024,Cream Puff Pastry,3.75,1.
308,07-01-2024,Crispy Almond Pastry,60.,16.
309,07-01-2024,Croissant,45.5,14.
310,07-01-2024,Custard & Almond Pretzel Pastry,20.3,6.
311,07-01-2024,Elotes Pastry,11.85,3.
312,07-01-2024,Frank Pastry,23.7,6.
313,07-01-2024,Garlic & Cheese Croissant,12.75,3.
314,07-01-2024,Greek Yogurt Cherry Danish,22.5,6.
315,07-01-2024,Guava Danish,37.5,10.
316,07-01-2024,Jalapeno Cheese Croissant,37.4,9.
317,07-01-2024,Mini Apple Danish Trio,34.,8.
318,07-01-2024,Mixed Berry Danish,25.,5.
319,07-01-2024,Mont Blanc Pastry,6.,1.
320,07-01-2024,Pain Au Chocolat,29.25,8.
321,07-01-2024,Pain Aux Raisin,18.75,5.
322,07-01-2024,Pineapple Cream Cheese Scone,7.5,3.
323,07-01-2024,Portuguese Egg Tart,26.,8.
324,07-01-2024,Sausage Onion Pastry,19.75,5.
325,07-01-2024,Spinach Feta Danish,34.76,9.
326,07-01-2024,Strawberry Croissant,28.5,6.
327,07-01-2024,Sweet Cheese and Blueberry Danish,15.,4.
328,07-01-2024,Yuzu Pie,38.25,9.
329,07-01-2024,Baby Choux,17.1,4.
330,07-01-2024,Banana Soft,14.,4.
331,07-01-2024,Belgium Waffle,14.,4.
332,07-01-2024,Blueberry Cream Cheese Bread,13.3,4.
333,07-01-2024,Butter Cream Bread,6.75,1.
334,07-01-2024,Chocolate Dipped Waffle,20.,5.
335,07-01-2024,Cranberry Cream Cheese Bread,18.85,6.
336,07-01-2024,Cream Cheese Walnut Bread,3.5,1.
337,07-01-2024,Croque Monsieur,78.85,17.
338,07-01-2024,Custard Bun,14.4,5.
339,07-01-2024,Custard Cream Soboro,14.,4.
340,07-01-2024,Double Chocolate Muffin,10.5,3.
341,07-01-2024,Foliage Sausage Bread,23.76,5.
342,07-01-2024,Garlic Cream Cheese Bread,27.5,5.
343,07-01-2024,Garlic Stick,6.,2.
344,07-01-2024,Honey Cheese Pancake,37.62,8.
345,07-01-2024,Honeydew Melon Soft,13.3,4.
346,07-01-2024,Milk Cream Bread,26.,8.
347,07-01-2024,Milk Soft Bread,24.5,7.
348,07-01-2024,Mocha Cream Bread,9.9,2.
349,07-01-2024,Morning Bread,11.25,2.
350,07-01-2024,Nutty Cream Stick Bread,8.5,2.
351,07-01-2024,Olive Tomato Bread,17.1,4.
352,07-01-2024,Original Coffee Bun,14.25,4.
353,07-01-2024,Pizza Bread,4.75,1.
354,07-01-2024,Potato Cheese Bread,48.,11.
355,07-01-2024,Premium Red Bean Bread,16.8,5.
356,07-01-2024,Redbean Bread,31.8,11.
357,07-01-2024,Salt & Butter Roll,27.3,8.
358,07-01-2024,Soboro,25.8,9.
359,07-01-2024,Strawberry Soft,21.,6.
360,07-01-2024,Sweet Frank Roll,35.55,9.
361,07-01-2024,Taro Buttercream Bread,6.95,1.
362,07-01-2024,The+ Milk Roll,17.25,3.
363,07-02-2024,Chocolate Cream Doughnut,27.65,7.
364,07-02-2024,Corn Cheese Donut,39.6,8.
365,07-02-2024,Croquette,73.5,20.
366,07-02-2024,Curry Croquette,67.5,18.
367,07-02-2024,Kimchi Croquette,66.75,18.
368,07-02-2024,Mango Cream Doughnut,27.65,7.
369,07-02-2024,Redbean Donut,26.55,9.
370,07-02-2024,Sesame Donut,44.,16.
371,07-02-2024,Sweet Rice Donut,40.7,15.
372,07-02-2024,Twist Donut,41.25,15.
373,07-02-2024,Vanilla Cream Doughnut,31.6,8.
374,07-02-2024,French Baguette,10.5,3.
375,07-02-2024,Walnut Cream Baguette,19.8,4.
376,07-02-2024,Chestnut Pan Bread,12.51,2.
377,07-02-2024,Mascarpone Whipped Cream Loaf,14.,2.
378,07-02-2024,Olive Basil Plant-Based Loaf,21.,3.
379,07-02-2024,Purple Sweet Potato Loaf,14.,2.
380,07-02-2024,Whole Milk Loaf,28.,4.
381,07-02-2024,Chocolate Pretzel Pastry,27.3,8.
382,07-02-2024,Almond Croissant,89.25,21.
383,07-02-2024,Caramel Almond Pastry,22.5,6.
384,07-02-2024,Caramel Apple Pie,63.75,17.
385,07-02-2024,Chocolate Avalanche,47.4,12.
386,07-02-2024,Chocolate Croissant,75.65,18.
387,07-02-2024,Cocoa Hazelnut Croissant,29.75,7.
388,07-02-2024,Cranberry Cream Cheese Scone,20.,8.
389,07-02-2024,Cream Puff Pastry,22.5,6.
390,07-02-2024,Crispy Almond Pastry,30.,8.
391,07-02-2024,Croissant,42.25,13.
392,07-02-2024,Custard & Almond Pretzel Pastry,28.,8.
393,07-02-2024,Elotes Pastry,30.81,8.
394,07-02-2024,Frank Pastry,22.12,6.
395,07-02-2024,Garlic & Cheese Croissant,46.75,11.
396,07-02-2024,Greek Yogurt Cherry Danish,41.25,11.
397,07-02-2024,Guava Danish,48.75,13.
398,07-02-2024,Jalapeno Cheese Croissant,28.9,7.
399,07-02-2024,Mini Apple Danish Trio,29.75,7.
400,07-02-2024,Mixed Berry Danish,10.,2.
401,07-02-2024,Mont Blanc Pastry,18.,3.
402,07-02-2024,Pain Au Chocolat,45.,12.
403,07-02-2024,Pain Aux Raisin,41.25,11.
404,07-02-2024,Pineapple Cream Cheese Scone,22.5,9.
405,07-02-2024,Portuguese Egg Tart,32.5,10.
406,07-02-2024,Sausage Onion Pastry,3.95,1.
407,07-02-2024,Spinach Feta Danish,37.92,10.
408,07-02-2024,Strawberry Croissant,52.25,11.
409,07-02-2024,Sweet Cheese and Blueberry Danish,41.25,11.
410,07-02-2024,Yuzu Pie,72.25,17.
411,07-02-2024,Baby Choux,36.,8.
412,07-02-2024,Banana Soft,20.3,6.
413,07-02-2024,Belgium Waffle,28.,8.
414,07-02-2024,Blueberry Cream Cheese Bread,21.,6.
415,07-02-2024,Blueberry Muffin with crumble,21.,6.
416,07-02-2024,Butter Cream Bread,20.25,3.
417,07-02-2024,Chocolate Dipped Waffle,48.,12.
418,07-02-2024,Cranberry Cream Cheese Bread,29.25,9.
419,07-02-2024,Croque Monsieur,79.8,17.
420,07-02-2024,Custard Bun,33.,11.
421,07-02-2024,Custard Cream Soboro,37.8,11.
422,07-02-2024,Double Chocolate Muffin,24.5,7.
423,07-02-2024,Foliage Sausage Bread,44.55,9.
424,07-02-2024,Garlic Cream Cheese Bread,49.5,9.
425,07-02-2024,Garlic Ham Cheese Bread,4.25,1.
426,07-02-2024,Garlic Stick,12.,4.
427,07-02-2024,Honey Cheese Pancake,39.6,8.
428,07-02-2024,Honeydew Melon Soft,28.,8.
429,07-02-2024,Milk Cream Bread,61.75,19.
430,07-02-2024,Milk Soft Bread,31.5,9.
431,07-02-2024,Milky bread,4.25,1.
432,07-02-2024,Mocha Bread,6.95,1.
433,07-02-2024,Mocha Cream Bread,34.65,7.
434,07-02-2024,Morning Bread,37.5,6.
435,07-02-2024,Nutty Cream Stick Bread,29.75,7.
436,07-02-2024,Olive Tomato Bread,40.5,9.
437,07-02-2024,Original Coffee Bun,24.75,7.
438,07-02-2024,Pizza Bread,33.25,7.
439,07-02-2024,Potato Cheese Bread,49.5,10.
440,07-02-2024,Premium Red Bean Bread,10.5,3.
441,07-02-2024,Redbean Bread,48.,16.
442,07-02-2024,Salt & Butter Roll,37.1,11.
443,07-02-2024,Soboro,36.,12.
444,07-02-2024,Strawberry Cream Soboro,7.9,2.
445,07-02-2024,Strawberry Soft,30.8,9.
446,07-02-2024,Sweet Frank Roll,55.3,14.
447,07-02-2024,Taro Buttercream Bread,20.85,3.
448,07-03-2024,Chocolate Cream Doughnut,23.7,6.
449,07-03-2024,Corn Cheese Donut,89.1,18.
450,07-03-2024,Croquette,71.25,19.
451,07-03-2024,Curry Croquette,48.75,13.
452,07-03-2024,Kimchi Croquette,75.,20.
453,07-03-2024,Mango Cream Doughnut,31.6,8.
454,07-03-2024,Redbean Donut,28.91,10.
455,07-03-2024,Sesame Donut,48.95,18.
456,07-03-2024,Sweet Rice Donut,52.25,19.
457,07-03-2024,Twist Donut,60.5,22.
458,07-03-2024,French Baguette,24.5,7.
459,07-03-2024,Walnut Cream Baguette,19.8,4.
460,07-03-2024,Chestnut Pan Bread,27.8,4.
461,07-03-2024,Mascarpone Whipped Cream Loaf,7.,1.
462,07-03-2024,Multi-Grain Plant-Based Loaf,21.,3.
463,07-03-2024,Olive Basil Plant-Based Loaf,7.,1.
464,07-03-2024,Purple Sweet Potato Loaf,21.,3.
465,07-03-2024,Whole Milk Loaf,49.,7.
466,07-03-2024,Chocolate Pretzel Pastry,35.,10.
467,07-03-2024,Almond Croissant,46.75,11.
468,07-03-2024,Caramel Almond Pastry,7.5,2.
469,07-03-2024,Caramel Apple Pie,60.,16.
470,07-03-2024,Chocolate Avalanche,71.1,18.
471,07-03-2024,Chocolate Croissant,51.,12.
472,07-03-2024,Cocoa Hazelnut Croissant,42.5,10.
473,07-03-2024,Cranberry Cream Cheese Scone,15.,6.
474,07-03-2024,Cream Cheese Pastry,2.75,1.
475,07-03-2024,Cream Puff Pastry,41.25,11.
476,07-03-2024,Crispy Almond Pastry,71.25,19.
477,07-03-2024,Croissant,87.75,27.
478,07-03-2024,Custard & Almond Pretzel Pastry,35.,10.
479,07-03-2024,Elotes Pastry,39.5,10.
480,07-03-2024,Frank Pastry,54.51,14.
481,07-03-2024,Fruit Pastry,2.95,1.
482,07-03-2024,Garlic & Cheese Croissant,25.5,6.
483,07-03-2024,Greek Yogurt Cherry Danish,52.5,14.
484,07-03-2024,Guava Danish,41.25,11.
485,07-03-2024,Jalapeno Cheese Croissant,17.,4.
486,07-03-2024,Mini Apple Danish Trio,25.5,6.
487,07-03-2024,Mixed Berry Danish,25.,5.
488,07-03-2024,Mont Blanc Pastry,30.,5.
489,07-03-2024,Pain Au Chocolat,75.,20.
490,07-03-2024,Pain Aux Raisin,33.75,9.
491,07-03-2024,Pineapple Cream Cheese Scone,5.,2.
492,07-03-2024,Portuguese Egg Tart,55.25,17.
493,07-03-2024,Spinach Feta Danish,114.55,29.
494,07-03-2024,Strawberry Croissant,47.5,10.
495,07-03-2024,Sweet Cheese and Blueberry Danish,33.75,9.
496,07-03-2024,Yuzu Pie,102.,24.
497,07-03-2024,Baby Choux,9.,2.
498,07-03-2024,Banana Soft,40.6,12.
499,07-03-2024,Belgium Waffle,17.5,5.
500,07-03-2024,Blueberry Cream Cheese Bread,24.5,7.
501,07-03-2024,Blueberry Muffin with crumble,28.,8.
502,07-03-2024,Chocolate Dipped Waffle,64.,16.
503,07-03-2024,Cranberry Cream Cheese Bread,48.75,15.
504,07-03-2024,Cream Cheese Walnut Bread,3.5,1.
505,07-03-2024,Croque Monsieur,94.05,20.
506,07-03-2024,Custard Bun,57.,19.
507,07-03-2024,Custard Cream Soboro,28.,8.
508,07-03-2024,Double Chocolate Muffin,23.8,7.
509,07-03-2024,Foliage Sausage Bread,44.55,9.
510,07-03-2024,Honey Cheese Pancake,14.85,3.
511,07-03-2024,Honeydew Melon Soft,32.9,10.
512,07-03-2024,Milk Cream Bread,58.5,18.
513,07-03-2024,Milk Soft Bread,49.,14.
514,07-03-2024,Morning Bread,37.5,6.
515,07-03-2024,Original Coffee Bun,60.,16.
516,07-03-2024,Pizza Bread,33.25,7.
517,07-03-2024,Premium Red Bean Bread,34.3,10.
518,07-03-2024,Redbean Bread,42.,14.
519,07-03-2024,Salt & Butter Roll,53.9,16.
520,07-03-2024,Soboro,60.,20.
521,07-03-2024,Strawberry Cream Soboro,19.75,5.
522,07-03-2024,Strawberry Soft,37.1,11.
523,07-03-2024,Sweet Frank Roll,55.3,14.
524,07-03-2024,Taro Buttercream Bread,41.7,6.
525,07-03-2024,The+ Milk Roll,17.25,3.
526,07-04-2024,Chocolate Cream Doughnut,31.6,8.
527,07-04-2024,Corn Cheese Donut,28.71,6.
528,07-04-2024,Croquette,66.,18.
529,07-04-2024,Curry Croquette,114.75,31.
530,07-04-2024,Kimchi Croquette,75.,20.
